# Numbering of subgroups is done the way it was done in old UNIFAC/LIFAC code
# (e.g., in PhD thesis of M. Schiller) and NOT exactly according to standard
# UNIFAC of Hansen et al. (1991) (differences are especially between subgroups
# 9 and 70 and of course with the added extensions)

# sub     main    molar
# group   group   mass        ri (?)  qi (?)

 39       18      0.07700000  2.6670  1.5530  # C5H3N
 40       19      0.04100000  1.8701  1.7240  # CH3CN
 41       19      0.04000000  1.6434  1.4160  # CH2CN
 42       20      0.04500000  1.3013  1.2240  # COOH (carboxylic acid)
 43       20      0.04600000  1.5280  1.5320  # HCOOH
 44       21      0.04950000  1.4654  1.2640  # CH2CL
 45       21      0.04850000  1.2380  0.9520  # CHCL
 46       21      0.04750000  1.0106  0.7240  # CCL
 47       22      0.08500000  2.2564  1.9980  # CH2fCL2
 48       22      0.08400000  2.0606  1.6840  # CHCL2
 49       22      0.08300000  1.8016  1.4480  # CCL2
 50       23      0.11950000  2.8700  2.4100  # CHCL3
 51       23      0.11850000  2.6401  2.1840  # CCL3
 52       24      0.15400000  3.3900  2.9100  # CCL4
 53       25      0.04750000  1.1562  0.8440  # ACCL
 54       26      0.06100000  2.0086  1.8680  # CH3NO2
 55       26      0.06000000  1.7818  1.5600  # CH2NO2
 56       26      0.05900000  1.5544  1.2480  # CHNO2
 57       27      0.05800000  1.4199  1.1040  # ACNO2
 58       28      0.07600000  2.0570  1.6500  # CS2
 59       29      0.04800000  1.8770  1.6760  # CH3SH
 60       29      0.04700000  1.6510  1.3680  # CH2SH
 61       30      0.09609000  3.1680  2.4840  # FURFURAL
 62       31      0.01900000  2.4088  2.2480  # DOH
 63       32      0.12690000  1.2640  0.9920  # I (Iodide compound)
 64       33      0.07990000  0.9492  0.8320  # Br (Bromide compound)
 65       34      0.02500000  1.2920  1.0880  # CH-=C (triple bond)
 66       34      0.02400000  1.0613  0.7840  # C-=C (triple bond)
 67       35      0.07813000  2.8266  2.4720  # DMSO
 68       36      0.05306000  2.3144  2.0520  # Acrylonitril
 69       37      0.05950000  0.7910  0.7240  # Cl-(C=C)
 71       38      0.07309000  0.6948  0.5240  # ACF
 72       39      0.07100000  3.0856  2.7360  # DMF
 73       39      0.06900000  2.6322  2.1200  # HCON(CH2)2
 74       40      0.05000000  1.4060  1.3800  # CF3
 75       40      0.03100000  1.0105  0.9200  # CF2
 76       40      0.04400000  0.6150  0.4600  # CF
 77       41      0.03100000  1.3800  1.2000  # COO
 78       42      0.03000000  1.6035  1.2630  # SIH3
 79       42      0.03000000  1.4443  1.0060  # SIH2
 80       42      0.02900000  1.2853  0.7490  # SIH
 81       42      0.02800000  1.0470  0.4100  # SI
 82       43      0.04600000  1.4838  1.0620  # SIH2O
 83       43      0.04500000  1.3030  0.7640  # SIHO
 84       43      0.04400000  1.1044  0.4660  # SIO
 85       44      0.09913000  3.9810  3.2000  # NMP
 86       45      0.13750000  3.0356  2.6440  # CCL3F
 87       45      0.10200000  2.2287  1.9160  # CCL2F
 88       45      0.10300000  2.4060  2.1160  # HCCL2F
 89       45      0.08750000  1.6493  1.4160  # HCCLF
 90       45      0.08550000  1.8174  1.6480  # CCLF2
 91       45      0.08650000  1.9670  1.8280  # HCCLF2
 92       45      0.10450000  2.1721  2.1000  # CCLF3
 93       45      0.12100000  2.6243  2.3760  # CCK2F2
 94       46      0.04400000  1.4515  1.2480  # CONH2
 95       46      0.05800000  2.1905  1.7960  # CONHCH3
 96       46      0.05700000  1.9637  1.4880  # CONHCH2
 97       46      0.07200000  2.8589  2.4280  # CON(CH3)2
 98       46      0.07100000  2.6322  2.1200  # CONCH3CH2
 99       46      0.07000000  2.4054  1.8120  # CON(CH2)2
100       47      0.06100000  2.1226  1.9040  # C2H5O2
101       47      0.06000000  1.8952  1.5920  # C2H4O2
102       48      0.04700000  1.6130  1.3680  # CH3S
103       48      0.04600000  1.3863  1.0600  # CH2S
104       48      0.04500000  1.1589  0.7480  # CHS
105       49      0.08712000  3.4740  2.7960  # MORPH
106       50      0.08400000  2.8569  2.1400  # C4H4S
107       50      0.08300000  2.6908  1.8600  # C4H3S
108       50      0.08200000  2.5247  1.5800  # C4H2S

# Ming and Russell (2002) groups

109       52      0.01500000  0.9011  0.8480  # CH3 long-chain
110       52      0.01400000  0.6744  0.5400  # CH2 long-chain
111       52      0.01300000  0.4469  0.2280  # CH long-chain
112       52      0.01200000  0.2195  0.0000  # C long-chain
113       53      0.01700000  1.0000  1.2000  # OH long-chain
114       54      0.04500000  1.3013  1.2240  # COOH long-chain
115       55      0.04300000  1.6724  1.4480  # CH3CO long-chain
116       55      0.04200000  1.4457  1.1800  # CH2CO long-chain
117       56      0.01500000  0.9011  0.8480  # CH3 monosaccharides
118       56      0.01400000  0.6744  0.5400  # CH2 monosaccharides
119       56      0.01300000  0.4469  0.2280  # CH mono-saccharides
120       56      0.01200000  0.2195  0.0000  # C monosaccharides
121       57      0.03100000  1.1450  1.0880  # CH3O mono-saccharides
122       57      0.03000000  0.9183  0.7800  # CH2O monosaccharides
123       57      0.02900000  0.6908  0.4680  # CHO monosaccharides
124       58      0.01700000  1.0000  1.2000  # OH mono saccharides
125       59      0.01500000  0.9011  0.8480  # CH3 hydroxy-acids
126       59      0.01400000  0.6744  0.5400  # CH2 hydroxy-acids
127       59      0.01300000  0.4469  0.2280  # CH hydroxy-acids
128       59      0.01200000  0.2195  0.0000  # C hydroxy-acids
129       60      0.04500000  1.3013  1.2240  # COOH hydroxy-acids
130       61      0.01700000  1.0000  1.2000  # OH hydroxy-acids
131       62      0.01500000  0.9011  0.8480  # CH3 diacids
132       62      0.01400000  0.6744  0.5400  # CH2 diacids
133       62      0.01300000  0.4469  0.2280  # CH diacids
134       62      0.01200000  0.2195  0.0000  # C diacids
135       63      0.04500000  1.3013  1.2240  # COOH diacids  (carboxylic acid)

# Peng et al. (2001) groups

136       64      0.01700000  1.0000  1.2000  # OH
137       65      0.04500000  1.3013  1.2240  # COOH (carboxylic acid)

# Marcolli and Peter (2005) groups

141       66      0.01503400  0.9011  0.8480  # CH3(alk)
142       66      0.01402600  0.6744  0.5400  # CH2(alk)
143       66      0.01301800  0.4469  0.2280  # CH(alk)
144       66      0.01201000  0.2195  0.0000  # C(alk)
145       67      0.01503400  0.9011  0.8480  # CH3(long-chain)
146       67      0.01402600  0.6744  0.5400  # CH2(long-chain)
147       67      0.01301800  0.4469  0.2280  # CH(long-chain)
148       67      0.01201000  0.2195  0.0000  # C(long-chain)
149       68      0.01503400  0.9011  0.8480  # CH3(hydroxy)
150       68      0.01402600  0.6744  0.5400  # CH2(hydroxy)
151       68      0.01301800  0.4469  0.2280  # CH(hydroxy)
152       68      0.01201000  0.2195  0.0000  # C(hydroxy)
153       69      0.01700800  1.0000  1.2000  # OH(new)

# Extension by A.Zuend, 2008, for the oxyethylene group(-CH2-O-CH2-)

154       70      0.04405280  1.5927  1.3200  # CH2OCH2

# Extension by Compernolle et al. (2009) (peroxy groups and organonitrates
# derived from UNIFAC fits to SPARC generated data) (see Zuend and Seinfeld,
# 2012)

155       71      0.07602600  2.1246  1.8682  # CH2ONO2
156       71      0.07501800  1.8971  1.5562  # CHONO2
157       71      0.07401000  1.6697  1.3282  # CONO2
158       72      0.04703400  1.5869  1.4370  # CH2OOH
159       72      0.04602600  1.3594  1.1250  # CHOOH
160       72      0.04501800  1.1320  0.8970  # COOH  (hydroperoxide)
161       73      0.06101800  1.7025  1.5217  # C(=O)OOH  (peroxyacid)
162       74      0.06206800  2.4926  2.2880  # CH3OOCH3
163       74      0.06106000  2.2659  1.9800  # CH3OOCH2
164       74      0.06005200  2.0384  1.6680  # CH3OOCH
165       74      0.05904400  1.8110  1.4400  # CH3OOC
166       74      0.06005200  2.0392  1.6720  # CH2OOCH2
167       74      0.05904400  1.8117  1.3600  # CH2OOCH
168       74      0.05803600  1.5843  1.1320  # CH2OOC
169       74      0.05803600  1.5842  1.0480  # CHOOCH
170       74      0.05702800  1.3568  0.8200  # CHOOC
171       74      0.05602000  1.1294  0.5920  # COOC
172       75      0.10601000  2.6217  2.2887  # C(=O)OONO2

# AIOMFAC ions (fully supported ions are listed in Zuend et al., 2008): The van
# der Waals volume (RR) and surface area (QQ) for SO42- are taken from Archard
# et al., Fluid Phase equilibria 98 (1994), 71 - 89.

201       51      6.94100000  0.6100  0.9900  # Li+
202       51     22.99000000  0.3800  0.6200  # Na+
203       51     39.09800000  0.4400  0.5800  # K+
204       51     18.03800000  0.6900  0.7800  # NH4+
205       51      1.00800000  1.7800  2.7000  # H+
221       51     40.07800000  2.2400  3.4000  # Ca2+
222       51    137.33000000  3.0000  3.0000  # Ba2+
223       51     24.30500000  5.4400  8.3500  # Mg2+
224       51     87.62000000  1.0000  1.0000  # Sr2+
225       51     58.93300000  1.0000  1.0000  # Co2+
226       51     58.69300000  1.0000  1.0000  # Ni2+
227       51     63.54600000  1.0000  1.0000  # Cu2+
228       51     65.39000000  1.0000  1.0000  # Zn2+
229       51    200.59000000  3.0000  3.0000  # Hg2+
241       51     18.99800000  0.4195  0.5597  # F-
242       51     35.45300000  0.9900  0.9900  # Cl-
243       51     79.90400000  1.2500  1.1600  # Br-
244       51    126.90000000  1.6807  1.4118  # I-
245       51     62.00400000  0.9500  0.9700  # NO3-
246       51     59.04400000  2.0500  1.9000  # CH3COO-
247       51     58.08400000  1.2325  1.1506  # SCN-
248       51     97.07100000  1.6500  1.4000  # HSO4-
261       51     96.06300000  3.3400  3.9600  # SO4--

